sales_key,customer_key,product_key,region_key,date_key,order_id,ship_date,ship_mode,sales,quantity,discount,profit,delivery_days,shipping_speed,profit_margin_pct,estimated_cost,discount_bucket,loss_flag
4305,743,1040,239,626,US-2024-161662,2024-02-09,First Class,30.352,2,0.2,10.623199999999995,2,Fast,34.999999999999986,19.728800000000007,Low,0
4306,106,1617,9,626,US-2024-106894,2024-02-07,Same Day,100.0,4,0.0,21.0,0,Fast,21.0,79.0,No Discount,0
4307,738,1447,6,626,US-2024-135461,2024-02-10,Second Class,623.96,5,0.2,38.9975,3,Medium,6.25,584.9625000000001,Low,0
4308,37,127,57,627,US-2024-163048,2024-02-15,Standard Class,241.49999999999997,4,0.3,0.0,7,Slow,0.0,241.49999999999997,Medium,0
4309,671,1464,75,627,US-2024-109344,2024-02-11,Second Class,1127.976,3,0.2,126.8972999999998,3,Medium,11.24999999999998,1001.0787000000004,Low,0
4310,700,34,79,628,US-2024-112396,2024-02-13,Standard Class,89.97,3,0.0,39.58680000000001,4,Medium,44.000000000000014,50.38319999999999,No Discount,0
4311,700,1611,79,628,US-2024-112396,2024-02-13,Standard Class,31.86,2,0.0,11.151,4,Medium,35.0,20.709,No Discount,0
4312,541,1229,232,629,US-2024-164938,2024-02-13,First Class,69.93,7,0.0,0.6992999999999991,2,Fast,0.9999999999999988,69.23070000000001,No Discount,0
4313,144,905,203,630,US-2024-110492,2024-02-14,First Class,15.92,4,0.0,7.4824,2,Fast,47.0,8.4376,No Discount,0
4314,144,1032,203,630,US-2024-110492,2024-02-14,First Class,1350.12,6,0.0,175.5156,2,Fast,13.0,1174.6044,No Discount,0
4315,485,924,126,631,US-2024-112942,2024-02-18,Standard Class,146.82,3,0.0,73.41,5,Medium,50.0,73.41,No Discount,0
4316,621,741,326,632,US-2024-134334,2024-02-15,First Class,10.56,6,0.0,4.646400000000001,1,Fast,44.00000000000001,5.9136,No Discount,0
4317,621,1062,326,632,US-2024-134334,2024-02-15,First Class,550.431,3,0.3,-47.17980000000003,1,Fast,-8.571428571428577,597.6108,Medium,1
4318,621,161,326,632,US-2024-134334,2024-02-15,First Class,7.98,3,0.0,2.0748,1,Fast,26.0,5.905200000000001,No Discount,0
4319,676,1034,77,632,US-2024-146150,2024-02-19,Standard Class,264.18,7,0.0,68.6868,5,Medium,26.0,195.4932,No Discount,0
4320,621,1264,326,632,US-2024-134334,2024-02-15,First Class,4.77,1,0.0,2.1464999999999996,1,Fast,44.99999999999999,2.6235,No Discount,0
4321,193,409,59,633,US-2024-162859,2024-02-22,Standard Class,398.352,3,0.2,124.485,7,Slow,31.25,273.86699999999996,Low,0
4322,193,610,59,633,US-2024-162859,2024-02-22,Standard Class,8.72,4,0.0,3.5752000000000006,7,Slow,41.0,5.1448,No Discount,0
4323,639,1514,491,634,US-2024-134138,2024-02-20,Standard Class,227.96,2,0.0,36.473600000000005,4,Medium,16.0,191.4864,No Discount,0
4324,462,1648,30,634,US-2024-105781,2024-02-20,Standard Class,326.646,3,0.1,39.923399999999994,4,Medium,12.22222222222222,286.7226,Low,0
4325,408,1030,159,634,US-2024-168956,2024-02-20,Standard Class,62.958,3,0.3,-2.6982,4,Medium,-4.285714285714286,65.6562,Medium,1
4326,61,1127,4,634,US-2024-108105,2024-02-23,Standard Class,318.08,4,0.0,34.98879999999997,7,Slow,10.999999999999991,283.0912,No Discount,0
4327,408,1649,159,634,US-2024-168956,2024-02-20,Standard Class,92.06399999999998,6,0.8,-225.55680000000007,4,Medium,-245.00000000000017,317.62080000000003,High,1
4328,61,1467,4,634,US-2024-108105,2024-02-23,Standard Class,5.8,1,0.0,2.61,7,Slow,45.0,3.19,No Discount,0
4329,408,610,159,634,US-2024-168956,2024-02-20,Standard Class,6.976000000000001,4,0.2,1.8312000000000004,4,Medium,26.25,5.1448,Low,0
4330,408,1473,159,634,US-2024-168956,2024-02-20,Standard Class,5.184000000000001,1,0.2,1.8144,4,Medium,34.99999999999999,3.369600000000001,Low,0
4331,462,34,30,634,US-2024-105781,2024-02-20,Standard Class,89.97,3,0.0,39.58680000000001,4,Medium,44.000000000000014,50.38319999999999,No Discount,0
4332,220,1175,58,635,US-2024-123274,2024-02-24,Standard Class,44.46,2,0.0,14.671799999999998,5,Medium,32.99999999999999,29.788200000000003,No Discount,0
4333,40,123,98,635,US-2024-101630,2024-02-23,Second Class,8.67,3,0.0,4.0749,4,Medium,47.0,4.5950999999999995,No Discount,0
4334,220,1312,11,635,US-2024-106460,2024-02-22,Second Class,70.88,2,0.0,33.313599999999994,3,Medium,46.99999999999999,37.5664,No Discount,0
4335,220,172,58,635,US-2024-123274,2024-02-24,Standard Class,242.94,3,0.0,9.71759999999999,5,Medium,3.999999999999996,233.2224,No Discount,0
4336,40,492,98,635,US-2024-101630,2024-02-23,Second Class,25.71,3,0.0,6.6846000000000005,4,Medium,26.0,19.0254,No Discount,0
4337,554,1248,297,636,US-2024-166485,2024-02-27,Standard Class,16.496000000000002,2,0.2,5.567399999999999,7,Slow,33.74999999999999,10.928600000000005,Low,0
4338,636,588,225,637,US-2024-168410,2024-02-26,Standard Class,68.94999999999999,5,0.0,28.959000000000003,5,Medium,42.00000000000001,39.990999999999985,No Discount,0
4339,408,1135,188,637,US-2024-121447,2024-02-22,First Class,135.79999999999998,7,0.0,66.54199999999999,1,Fast,49.0,69.258,No Discount,0
4340,551,561,170,637,US-2024-139010,2024-02-26,Second Class,18.56,4,0.2,6.496,5,Medium,35.0,12.063999999999998,Low,0
4341,618,404,74,637,US-2024-139262,2024-02-25,Standard Class,34.86000000000001,2,0.7,-26.72600000000001,4,Medium,-76.66666666666669,61.58600000000001,High,1
4342,551,727,170,637,US-2024-139010,2024-02-26,Second Class,31.248000000000005,7,0.2,10.936799999999998,5,Medium,34.999999999999986,20.311200000000007,Low,0
4343,618,974,74,637,US-2024-139262,2024-02-25,Standard Class,3.762,3,0.7,-2.758799999999999,4,Medium,-73.3333333333333,6.5207999999999995,High,1
4344,636,1112,225,637,US-2024-168410,2024-02-26,Standard Class,296.37,3,0.0,80.01989999999999,5,Medium,26.999999999999996,216.3501,No Discount,0
4345,618,1149,74,637,US-2024-139262,2024-02-25,Standard Class,432.456,3,0.2,32.434200000000004,4,Medium,7.500000000000001,400.0218,Low,0
4346,551,453,170,637,US-2024-139010,2024-02-26,Second Class,449.15,5,0.0,8.98299999999999,5,Medium,1.999999999999998,440.167,No Discount,0
4347,551,422,170,637,US-2024-139010,2024-02-26,Second Class,12.99,1,0.0,0.779399999999999,5,Medium,5.999999999999992,12.2106,No Discount,0
4348,636,609,225,637,US-2024-168410,2024-02-26,Standard Class,39.98,2,0.0,1.9989999999999952,5,Medium,4.9999999999999885,37.981,No Discount,0
4349,300,1246,145,638,US-2024-119025,2024-02-28,Standard Class,490.32,9,0.0,137.28960000000004,6,Slow,28.000000000000007,353.0304,No Discount,0
4350,508,668,126,638,US-2024-143280,2024-02-26,Standard Class,10.65,3,0.0,5.0055,4,Medium,47.0,5.644500000000001,No Discount,0
4351,508,314,126,638,US-2024-143280,2024-02-26,Standard Class,36.24,1,0.0,15.2208,4,Medium,42.0,21.0192,No Discount,0
4352,508,703,126,638,US-2024-143280,2024-02-26,Standard Class,445.96,5,0.2,55.74499999999995,4,Medium,12.49999999999999,390.215,Low,0
4353,301,1296,60,639,US-2024-144400,2024-02-27,Standard Class,57.576,3,0.2,21.591,4,Medium,37.5,35.985,Low,0
4354,673,428,13,640,US-2024-165015,2024-02-27,Second Class,46.72,5,0.2,17.52,2,Fast,37.5,29.2,Low,0
4355,744,1650,127,641,US-2024-128706,2024-03-02,Standard Class,16.192,2,0.6,-6.881599999999995,4,Medium,-42.49999999999997,23.073599999999995,High,1
4356,279,704,188,641,US-2024-102456,2024-03-01,First Class,170.88,3,0.0,49.55519999999998,3,Medium,28.999999999999982,121.3248,No Discount,0
4357,35,958,492,641,US-2024-101448,2024-03-01,Second Class,56.82000000000001,3,0.0,28.410000000000004,3,Medium,50.0,28.410000000000004,No Discount,0
4358,650,881,13,642,US-2024-111283,2024-03-04,Standard Class,111.104,7,0.2,8.332800000000002,5,Medium,7.500000000000003,102.7712,Low,0
4359,396,557,58,642,US-2024-101623,2024-03-06,Standard Class,36.48,6,0.0,18.24,7,Slow,50.0,18.24,No Discount,0
4360,509,1369,64,643,US-2024-143819,2024-03-05,Standard Class,836.592,8,0.4,-264.9208,4,Medium,-31.666666666666664,1101.5128,Medium,1
4361,509,1301,64,643,US-2024-143819,2024-03-05,Standard Class,26.38,1,0.0,12.134799999999998,4,Medium,46.0,14.2452,No Discount,0
4362,509,1015,64,643,US-2024-143819,2024-03-05,Standard Class,362.92,2,0.0,105.24679999999996,4,Medium,28.999999999999982,257.67320000000007,No Discount,0
4363,509,850,64,643,US-2024-143819,2024-03-05,Standard Class,4899.93,7,0.0,2400.9656999999997,4,Medium,48.99999999999999,2498.9643000000005,No Discount,0
4364,410,1651,66,643,US-2024-151862,2024-03-08,Standard Class,159.984,2,0.2,13.998599999999987,7,Slow,8.749999999999991,145.98540000000003,Low,0
4365,745,889,249,644,US-2024-116799,2024-03-06,First Class,563.4299999999998,5,0.3,-56.34300000000002,3,Medium,-10.000000000000004,619.7729999999999,Medium,1
4366,164,1223,79,644,US-2024-120005,2024-03-03,Same Day,35.28,3,0.0,11.995199999999995,0,Fast,33.999999999999986,23.284800000000004,No Discount,0
4367,399,1652,138,644,US-2024-145730,2024-03-08,Standard Class,637.896,3,0.3,-127.57919999999996,5,Medium,-19.999999999999996,765.4751999999999,Medium,1
4368,251,426,174,644,US-2024-112123,2024-03-08,Standard Class,447.86,7,0.0,219.4514,5,Medium,49.0,228.4086,No Discount,0
4369,399,1438,138,644,US-2024-145730,2024-03-08,Standard Class,36.6,3,0.2,11.894999999999994,5,Medium,32.499999999999986,24.705000000000005,Low,0
4370,120,310,493,644,US-2024-103982,2024-03-08,Standard Class,2.304,1,0.2,0.7776,5,Medium,33.75,1.5263999999999998,Low,0
4371,745,1653,249,644,US-2024-116799,2024-03-06,First Class,42.784,7,0.2,15.509199999999998,3,Medium,36.25,27.2748,Low,0
4372,251,293,174,644,US-2024-112123,2024-03-08,Standard Class,166.44,3,0.0,79.8912,5,Medium,48.0,86.5488,No Discount,0
4373,120,647,493,644,US-2024-103982,2024-03-08,Standard Class,3930.072,3,0.2,-786.0144000000003,5,Medium,-20.000000000000007,4716.0864,Low,1
4374,164,1505,79,644,US-2024-120005,2024-03-03,Same Day,25.35,3,0.0,7.604999999999998,0,Fast,29.99999999999999,17.745000000000005,No Discount,0
4375,120,601,493,644,US-2024-103982,2024-03-08,Standard Class,41.720000000000006,7,0.2,5.736499999999998,5,Medium,13.749999999999991,35.98350000000001,Low,0
4376,399,1555,138,644,US-2024-145730,2024-03-08,Standard Class,287.90999999999997,3,0.4,33.58949999999999,5,Medium,11.666666666666664,254.3205,Medium,0
4377,120,593,493,644,US-2024-103982,2024-03-08,Standard Class,431.97600000000006,3,0.2,32.39820000000002,5,Medium,7.500000000000003,399.5778,Low,0
4378,251,321,174,644,US-2024-112123,2024-03-08,Standard Class,479.95,5,0.0,129.5865,5,Medium,27.0,350.3635,No Discount,0
4379,592,433,122,644,US-2024-167759,2024-03-08,Second Class,134.85000000000002,3,0.0,37.758,5,Medium,27.999999999999996,97.092,No Discount,0
4380,597,1654,37,645,US-2024-154053,2024-03-10,Standard Class,16.99,1,0.0,4.927099999999998,6,Slow,28.999999999999982,12.0629,No Discount,0
4381,250,456,172,645,US-2024-164637,2024-03-08,Standard Class,128.39999999999998,3,0.0,64.19999999999999,4,Medium,50.0,64.19999999999999,No Discount,0
4382,213,273,23,645,US-2024-122518,2024-03-08,Second Class,10.08,4,0.2,3.528,4,Medium,35.0,6.552,Low,0
4383,663,639,154,645,US-2024-158358,2024-03-08,Standard Class,159.98,2,0.0,57.5928,4,Medium,36.0,102.3872,No Discount,0
4384,278,332,45,646,US-2024-165218,2024-03-11,Standard Class,149.352,3,0.2,50.40629999999998,6,Slow,33.749999999999986,98.94570000000002,Low,0
4385,278,96,45,646,US-2024-165218,2024-03-11,Standard Class,12.992,1,0.2,-0.8119999999999998,6,Slow,-6.249999999999998,13.804,Low,1
4386,650,1127,159,647,US-2024-110898,2024-03-12,Standard Class,159.04,5,0.6,-194.824,6,Slow,-122.5,353.86400000000003,High,1
4387,650,1082,159,647,US-2024-110898,2024-03-12,Standard Class,145.98,2,0.5,-99.26639999999998,6,Slow,-68.0,245.24639999999997,Medium,1
4388,650,485,159,647,US-2024-110898,2024-03-12,Standard Class,2.3339999999999996,3,0.8,-6.3018,6,Slow,-270.00000000000006,8.6358,High,1
4389,649,899,60,647,US-2024-155173,2024-03-10,Standard Class,2.043,1,0.7,-1.4981999999999998,4,Medium,-73.33333333333331,3.5412,High,1
4390,650,1086,159,647,US-2024-110898,2024-03-12,Standard Class,1.7279999999999998,4,0.8,-2.764800000000001,6,Slow,-160.00000000000009,4.492800000000001,High,1
4391,649,464,60,647,US-2024-155173,2024-03-10,Standard Class,68.238,3,0.4,-12.510300000000008,4,Medium,-18.333333333333343,80.7483,Medium,1
4392,649,569,60,647,US-2024-155173,2024-03-10,Standard Class,431.94,2,0.4,-71.99000000000001,4,Medium,-16.666666666666668,503.93,Medium,1
4393,294,1655,143,648,US-2024-137547,2024-03-12,Standard Class,21.072,3,0.2,1.5804,5,Medium,7.500000000000001,19.4916,Low,0
4394,665,1260,188,649,US-2024-137337,2024-03-12,Standard Class,113.6,8,0.0,44.304,4,Medium,39.0,69.29599999999999,No Discount,0
4395,464,830,381,649,US-2024-169103,2024-03-13,Standard Class,102.36,3,0.2,-3.8385000000000105,5,Medium,-3.75000000000001,106.1985,Low,1
4396,156,1649,137,649,US-2024-140172,2024-03-13,Standard Class,207.144,3,0.1,48.333599999999976,5,Medium,23.33333333333332,158.81040000000002,Low,0
4397,156,549,137,649,US-2024-140172,2024-03-13,Standard Class,13.9,5,0.0,3.753,5,Medium,27.0,10.147,No Discount,0
4398,665,734,188,649,US-2024-137337,2024-03-12,Standard Class,69.456,2,0.2,22.573199999999996,4,Medium,32.49999999999999,46.8828,Low,0
4399,701,1085,78,649,US-2024-130400,2024-03-12,Standard Class,8.855999999999998,9,0.8,-14.169600000000004,4,Medium,-160.00000000000009,23.025600000000004,High,1
4400,193,41,115,649,US-2024-106306,2024-03-08,Same Day,9.702000000000002,3,0.7,-7.114799999999999,0,Fast,-73.3333333333333,16.8168,High,1
4401,701,858,78,649,US-2024-130400,2024-03-12,Standard Class,146.352,3,0.2,49.39379999999999,4,Medium,33.74999999999999,96.9582,Low,0
4402,284,1552,60,649,US-2024-111976,2024-03-12,Standard Class,5.984000000000001,2,0.2,-1.3463999999999998,4,Medium,-22.499999999999996,7.330400000000001,Low,1
4403,665,745,188,649,US-2024-137337,2024-03-12,Standard Class,12.96,2,0.0,6.3504000000000005,4,Medium,49.0,6.6096,No Discount,0
4404,701,864,78,649,US-2024-130400,2024-03-12,Standard Class,27.96,5,0.2,8.388000000000003,4,Medium,30.00000000000001,19.571999999999996,Low,0
4405,464,431,381,649,US-2024-169103,2024-03-13,Standard Class,1363.96,5,0.2,85.2475,5,Medium,6.25,1278.7125,Low,0
4406,284,87,60,649,US-2024-111976,2024-03-12,Standard Class,108.576,4,0.4,-25.3344,4,Medium,-23.333333333333332,133.91039999999998,Medium,1
4407,258,494,494,650,US-2024-153269,2024-03-12,First Class,354.90000000000003,5,0.0,88.72500000000002,3,Medium,25.000000000000007,266.175,No Discount,0
4408,258,9,494,650,US-2024-153269,2024-03-12,First Class,51.8,4,0.0,23.309999999999995,3,Medium,44.99999999999999,28.49,No Discount,0
4409,258,1509,494,650,US-2024-153269,2024-03-12,First Class,17.94,3,0.0,8.790600000000001,3,Medium,49.00000000000001,9.1494,No Discount,0
4410,258,341,494,650,US-2024-153269,2024-03-12,First Class,11.21,1,0.0,3.3629999999999995,3,Medium,29.999999999999993,7.847000000000001,No Discount,0
4411,85,1280,495,650,US-2024-120803,2024-03-13,Standard Class,199.75,5,0.0,87.89000000000001,4,Medium,44.00000000000001,111.86,No Discount,0
4412,746,483,98,651,US-2024-112977,2024-03-16,Standard Class,176.784,1,0.2,-22.098000000000013,6,Slow,-12.500000000000009,198.882,Low,1
4413,437,1257,104,651,US-2024-159016,2024-03-11,First Class,14.9,5,0.0,7.151999999999999,1,Fast,47.99999999999999,7.748000000000001,No Discount,0
4414,226,1592,115,651,US-2024-108959,2024-03-14,Second Class,104.696,1,0.2,6.543499999999998,4,Medium,6.249999999999998,98.1525,Low,0
4415,747,411,3,651,US-2024-122182,2024-03-14,Standard Class,39.992,1,0.2,7.498499999999996,4,Medium,18.749999999999993,32.4935,Low,0
4416,522,930,126,651,US-2024-169663,2024-03-13,First Class,26.85,3,0.0,5.101499999999997,3,Medium,18.99999999999999,21.748500000000003,No Discount,0
4417,522,1656,126,651,US-2024-169663,2024-03-13,First Class,3357.6000000000004,3,0.2,377.7299999999995,3,Medium,11.249999999999984,2979.870000000001,Low,0
4418,437,416,104,651,US-2024-159016,2024-03-11,First Class,4158.912,8,0.2,363.90480000000025,1,Fast,8.750000000000005,3795.0072,Low,0
4419,736,1322,15,652,US-2024-122511,2024-03-11,Same Day,30.336,4,0.2,9.48,0,Fast,31.250000000000007,20.856,Low,0
4420,432,200,218,652,US-2024-146171,2024-03-15,Standard Class,76.92,4,0.0,31.53720000000001,4,Medium,41.00000000000001,45.38279999999999,No Discount,0
4421,3,1369,412,652,US-2024-128902,2024-03-15,Standard Class,244.00599999999997,2,0.3,-31.372200000000007,4,Medium,-12.85714285714286,275.3782,Medium,1
4422,410,102,422,652,US-2024-118255,2024-03-13,First Class,17.46,2,0.0,8.206199999999999,2,Fast,46.99999999999999,9.253800000000002,No Discount,0
4423,432,1430,218,652,US-2024-146171,2024-03-15,Standard Class,481.32,4,0.0,125.14319999999998,4,Medium,25.999999999999996,356.1768,No Discount,0
4424,410,1303,422,652,US-2024-118255,2024-03-13,First Class,45.98,2,0.0,19.7714,2,Fast,43.00000000000001,26.208599999999997,No Discount,0
4425,82,1134,11,653,US-2024-127138,2024-03-15,Second Class,770.3520000000001,3,0.2,77.03519999999997,3,Medium,9.999999999999996,693.3168000000001,Low,0
4426,82,264,11,653,US-2024-127138,2024-03-15,Second Class,154.9,5,0.0,40.274,3,Medium,26.0,114.626,No Discount,0
4427,594,845,30,653,US-2024-119683,2024-03-16,Second Class,29.339999999999996,3,0.0,13.496399999999998,4,Medium,46.0,15.8436,No Discount,0
4428,82,481,11,653,US-2024-127138,2024-03-15,Second Class,30.56,4,0.0,14.9744,3,Medium,49.0,15.5856,No Discount,0
4429,419,1604,314,653,US-2024-115504,2024-03-17,Standard Class,12.96,2,0.0,6.2208000000000006,5,Medium,48.00000000000001,6.7392,No Discount,0
4430,313,1657,89,653,US-2024-119270,2024-03-16,Standard Class,19.98,2,0.0,8.991,4,Medium,44.99999999999999,10.989,No Discount,0
4431,82,1349,11,653,US-2024-127138,2024-03-15,Second Class,676.55,5,0.0,6.76550000000006,3,Medium,1.0000000000000089,669.7844999999999,No Discount,0
4432,669,801,17,654,US-2024-114013,2024-03-15,Second Class,386.6799999999999,2,0.3,-5.524000000000029,2,Fast,-1.4285714285714366,392.2039999999999,Medium,1
4433,152,978,11,654,US-2024-136301,2024-03-15,Second Class,28.28,2,0.0,7.352800000000002,2,Fast,26.000000000000007,20.9272,No Discount,0
4434,698,15,177,654,US-2024-108637,2024-03-18,Standard Class,127.88,2,0.0,40.9216,5,Medium,32.0,86.9584,No Discount,0
4435,237,1165,138,654,US-2024-159373,2024-03-18,Standard Class,557.585,5,0.3,0.0,5,Medium,0.0,557.585,Medium,0
4436,591,1658,19,654,US-2024-158834,2024-03-16,First Class,157.92,5,0.2,17.76599999999999,3,Medium,11.249999999999996,140.154,Low,0
4437,698,1388,177,654,US-2024-108637,2024-03-18,Standard Class,160.32,2,0.0,44.8896,5,Medium,28.000000000000004,115.4304,No Discount,0
4438,531,1023,201,654,US-2024-119123,2024-03-18,Standard Class,51.18400000000001,7,0.2,19.194,5,Medium,37.499999999999986,31.990000000000013,Low,0
4439,669,988,17,654,US-2024-114013,2024-03-15,Second Class,23.160000000000004,5,0.7,-15.439999999999998,2,Fast,-66.66666666666664,38.6,High,1
4440,237,755,138,654,US-2024-159373,2024-03-18,Standard Class,1.2719999999999998,2,0.8,-2.162400000000001,5,Medium,-170.00000000000014,3.434400000000001,High,1
4441,669,1659,17,654,US-2024-114013,2024-03-15,Second Class,51.89700000000001,1,0.7,-41.5176,2,Fast,-79.99999999999999,93.4146,High,1
4442,698,895,177,654,US-2024-108637,2024-03-18,Standard Class,46.0,4,0.0,20.7,5,Medium,45.0,25.3,No Discount,0
4443,237,43,138,654,US-2024-159373,2024-03-18,Standard Class,70.08,5,0.2,24.527999999999995,5,Medium,34.99999999999999,45.55200000000001,Low,0
4444,669,1248,17,654,US-2024-114013,2024-03-15,Second Class,41.24000000000001,5,0.2,13.918499999999998,2,Fast,33.749999999999986,27.32150000000001,Low,0
4445,669,343,17,654,US-2024-114013,2024-03-15,Second Class,552.56,5,0.2,-138.14,2,Fast,-25.0,690.6999999999999,Low,1
4446,669,960,17,654,US-2024-114013,2024-03-15,Second Class,126.08,2,0.2,-28.367999999999984,2,Fast,-22.499999999999982,154.44799999999998,Low,1
4447,152,647,11,654,US-2024-136301,2024-03-15,Second Class,4912.59,3,0.0,196.50359999999975,2,Fast,3.9999999999999942,4716.0864,No Discount,0
4448,669,334,17,654,US-2024-114013,2024-03-15,Second Class,379.96,5,0.2,47.49499999999992,2,Fast,12.49999999999998,332.46500000000003,Low,0
4449,669,204,17,654,US-2024-114013,2024-03-15,Second Class,449.1,3,0.7,-643.7099999999998,2,Fast,-143.3333333333333,1092.81,High,1
4450,591,1571,19,654,US-2024-158834,2024-03-16,First Class,203.184,2,0.2,15.23879999999999,3,Medium,7.499999999999996,187.9452,Low,0
4451,669,1338,17,654,US-2024-114013,2024-03-15,Second Class,539.91,3,0.4,-116.98049999999998,2,Fast,-21.666666666666664,656.8905,Medium,1
4452,80,6,70,654,CA-2024-139675,2024-03-18,Second Class,915.14,4,0.2,102.95,5,Medium,11.24964486308106,812.1899999999999,Low,0
4453,80,166,70,654,CA-2024-139675,2024-03-18,Second Class,327.76,8,0.0,91.77,5,Medium,27.99914571637784,235.99,No Discount,0
4454,144,68,496,655,US-2024-162082,2024-03-17,First Class,241.332,5,0.32,-14.195999999999998,3,Medium,-5.88235294117647,255.528,Medium,1
4455,23,581,44,655,US-2024-124793,2024-03-16,First Class,196.784,2,0.2,-22.138200000000012,2,Fast,-11.250000000000004,218.9222,Low,1
4456,465,620,33,655,US-2024-102134,2024-03-19,Standard Class,16.74,2,0.0,4.352399999999999,5,Medium,26.0,12.3876,No Discount,0
4457,748,270,54,655,US-2024-154361,2024-03-19,Standard Class,21.880000000000003,5,0.2,6.2905,5,Medium,28.749999999999996,15.589500000000005,Low,0
4458,144,157,496,655,US-2024-162082,2024-03-17,First Class,145.544,7,0.2,16.373699999999992,3,Medium,11.249999999999991,129.17030000000003,Low,0
4459,156,102,497,655,US-2024-133802,2024-03-20,Standard Class,41.904,6,0.2,14.142599999999996,6,Slow,33.749999999999986,27.76140000000001,Low,0
4460,144,745,496,655,US-2024-162082,2024-03-17,First Class,5.184000000000001,1,0.2,1.8792,3,Medium,36.24999999999999,3.304800000000001,Low,0
4461,460,1357,79,656,US-2024-138968,2024-03-16,First Class,1352.0320000000002,4,0.2,84.50199999999995,1,Fast,6.249999999999996,1267.5300000000002,Low,0
4462,170,126,498,656,US-2024-149272,2024-03-19,Standard Class,528.43,5,0.3,-143.43099999999998,4,Medium,-27.142857142857142,671.8609999999999,Medium,1
4463,460,257,79,656,US-2024-138968,2024-03-16,First Class,4.544,2,0.2,1.6472,1,Fast,36.25000000000001,2.8968,Low,0
4464,170,460,498,656,US-2024-149272,2024-03-19,Standard Class,22.385999999999996,7,0.8,-35.81760000000001,4,Medium,-160.00000000000009,58.20360000000001,High,1
4465,701,1155,77,656,US-2024-140571,2024-03-19,Standard Class,319.76,14,0.0,147.0896,4,Medium,46.0,172.6704,No Discount,0
4466,701,1155,77,656,US-2024-140571,2024-03-19,Standard Class,45.68,2,0.0,21.0128,4,Medium,46.0,24.6672,No Discount,0
4467,494,1660,3,656,US-2024-113509,2024-03-19,Standard Class,83.97600000000001,3,0.2,-13.6461,4,Medium,-16.249999999999996,97.62210000000002,Low,1
4468,336,412,254,657,US-2024-131737,2024-03-17,Same Day,971.5,5,0.0,252.59,0,Fast,26.0,718.91,No Discount,0
4469,336,467,254,657,US-2024-131737,2024-03-17,Same Day,901.95,3,0.0,297.64349999999996,0,Fast,32.99999999999999,604.3065000000001,No Discount,0
4470,353,144,499,657,US-2024-128111,2024-03-23,Standard Class,39.68,2,0.0,10.3168,6,Slow,26.0,29.3632,No Discount,0
4471,100,1022,174,657,US-2024-115476,2024-03-17,Same Day,32.54,2,0.0,15.944599999999998,0,Fast,48.99999999999999,16.5954,No Discount,0
4472,336,1511,254,657,US-2024-131737,2024-03-17,Same Day,199.9,5,0.0,89.95499999999998,0,Fast,44.99999999999999,109.94500000000002,No Discount,0
4473,100,1012,174,657,US-2024-115476,2024-03-17,Same Day,129.98,2,0.0,62.3904,0,Fast,48.00000000000001,67.58959999999999,No Discount,0
4474,469,1270,11,657,US-2024-134544,2024-03-19,Second Class,84.784,2,0.2,-20.13620000000001,2,Fast,-23.75000000000001,104.92020000000002,Low,1
4475,653,769,131,658,US-2024-120929,2024-03-21,Second Class,189.882,3,0.4,-94.94100000000002,3,Medium,-50.000000000000014,284.82300000000004,Medium,1
4476,60,679,337,658,US-2024-113292,2024-03-20,Second Class,871.8000000000001,3,0.2,87.18000000000009,2,Fast,10.00000000000001,784.62,Low,0
4477,242,1661,500,659,US-2024-106383,2024-03-21,Second Class,72.29400000000001,1,0.7,-98.8018,2,Fast,-136.66666666666666,171.0958,High,1
4478,749,118,225,659,US-2024-136371,2024-03-21,Second Class,20.32,4,0.0,6.908799999999999,2,Fast,34.0,13.4112,No Discount,0
4479,749,339,225,659,US-2024-136371,2024-03-21,Second Class,14.98,1,0.0,6.8908000000000005,2,Fast,46.0,8.0892,No Discount,0
4480,375,1616,297,659,US-2024-118178,2024-03-24,Standard Class,31.08600000000001,3,0.7,-20.72399999999999,5,Medium,-66.66666666666661,51.81,High,1
4481,750,1661,348,659,CA-2024-115483,2024-03-21,Second Class,72.29400000000001,1,0.7,-98.8018,2,Fast,-136.66666666666666,171.0958,High,1
4482,162,713,487,660,US-2024-162747,2024-03-25,Second Class,86.45,7,0.0,38.038,5,Medium,43.99999999999999,48.412000000000006,No Discount,0
4483,640,1369,501,660,US-2024-127670,2024-03-24,Standard Class,697.16,4,0.0,146.40359999999998,4,Medium,21.0,550.7564,No Discount,0
4484,464,623,185,660,US-2024-156986,2024-03-24,Standard Class,16.821000000000005,3,0.7,-12.896100000000004,4,Medium,-76.66666666666667,29.71710000000001,High,1
4485,464,12,185,660,US-2024-156986,2024-03-24,Standard Class,20.736000000000004,4,0.2,7.2576,4,Medium,34.99999999999999,13.478400000000004,Low,0
4486,464,1387,185,660,US-2024-156986,2024-03-24,Standard Class,10.368000000000002,2,0.2,3.6288,4,Medium,34.99999999999999,6.739200000000002,Low,0
4487,518,1662,265,660,US-2024-150889,2024-03-22,Second Class,11.992,1,0.2,0.8993999999999991,2,Fast,7.499999999999991,11.0926,Low,0
4488,464,1270,185,660,US-2024-156986,2024-03-24,Standard Class,84.784,2,0.2,-20.13620000000001,4,Medium,-23.75000000000001,104.92020000000002,Low,1
4489,392,1049,159,661,US-2024-133879,2024-03-28,Standard Class,528.43,5,0.3,0.0,7,Slow,0.0,528.43,Medium,0
