product_key,product_id,product_name,category,sub_category
645,FUR-FU-10004351,Staple-based wall hangings,Furniture,Furnishings
646,OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage
647,OFF-SU-10000151,High Speed Automatic Electric Letter Opener,Office Supplies,Supplies
648,FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs
649,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs
650,FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",Furniture,Furnishings
651,FUR-FU-10004018,Tensor Computer Mounted Lamp,Furniture,Furnishings
652,FUR-FU-10004666,DAX Clear Channel Poster Frame,Furniture,Furnishings
653,OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,Appliances
654,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders
655,OFF-BI-10001679,GBC Instant Index System for Binding Systems,Office Supplies,Binders
656,OFF-LA-10002762,Avery 485,Office Supplies,Labels
657,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage
658,TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,Technology,Accessories
659,TEC-AC-10004814,Logitech Illuminated Ultrathin Keyboard with Backlighting,Technology,Accessories
660,TEC-PH-10001363,Apple iPhone 5S,Technology,Phones
661,OFF-PA-10002709,Xerox 1956,Office Supplies,Paper
662,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,Technology,Accessories
663,FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,Furnishings
664,OFF-EN-10000781,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes
665,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners
666,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases
667,OFF-BI-10004506,Wilson Jones data.warehouse D-Ring Binders with DublLock,Office Supplies,Binders
668,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners
669,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,Labels
670,OFF-PA-10002377,Xerox 1916,Office Supplies,Paper
671,OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage
672,TEC-AC-10003237,Memorex Micro Travel Drive 4 GB,Technology,Accessories
673,FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables
674,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances
675,OFF-PA-10001019,Xerox 1884,Office Supplies,Paper
676,OFF-PA-10001289,White Computer Printout Paper by Universal,Office Supplies,Paper
677,OFF-SU-10002537,Acme Box Cutter Scissors,Office Supplies,Supplies
678,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances
679,OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances
680,OFF-AR-10000896,Newell 329,Office Supplies,Art
681,OFF-PA-10000806,Xerox 1934,Office Supplies,Paper
682,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Office Supplies,Storage
683,TEC-AC-10002473,Maxell 4.7GB DVD-R,Technology,Accessories
684,TEC-PH-10002310,Panasonic KX T7731-B Digital phone,Technology,Phones
685,FUR-CH-10002335,Hon GuestStacker Chair,Furniture,Chairs
686,FUR-CH-10003817,"Global Value Steno Chair, Gray",Furniture,Chairs
687,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables
688,OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Office Supplies,Art
689,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art
690,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories
691,TEC-PH-10002468,"Plantronics CS 50-USB - headset - Convertible, Monaural",Technology,Phones
692,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories
693,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases
694,FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings
695,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings
696,OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Office Supplies,Appliances
697,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances
698,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes
699,OFF-ST-10000532,Advantus Rolling Drawer Organizers,Office Supplies,Storage
700,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories
701,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,Technology,Copiers
702,TEC-CO-10004115,Sharp AL-1530CS Digital Copier,Technology,Copiers
703,TEC-PH-10002398,AT&T 1070 Corded Phone,Technology,Phones
704,OFF-AP-10004336,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,Appliances
705,OFF-AR-10004587,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",Office Supplies,Art
706,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,Office Supplies,Binders
707,OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders
708,OFF-FA-10004838,"Super Bands, 12/Pack",Office Supplies,Fasteners
709,OFF-LA-10000262,Avery 494,Office Supplies,Labels
710,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper
711,OFF-PA-10001937,Xerox 21,Office Supplies,Paper
712,TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,Phones
713,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",Furniture,Furnishings
714,OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,Office Supplies,Art
715,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners
716,OFF-ST-10004459,Tennsco Single-Tier Lockers,Office Supplies,Storage
717,OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,Appliances
718,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Art
719,OFF-BI-10000138,Acco Translucent Poly Ring Binders,Office Supplies,Binders
720,OFF-BI-10002854,"Performers Binder/Pad Holder, Black",Office Supplies,Binders
721,OFF-PA-10000295,Xerox 229,Office Supplies,Paper
722,OFF-SU-10000432,Acco Side-Punched Conventional Columnar Pads,Office Supplies,Supplies
723,TEC-PH-10003691,BlackBerry Q10,Technology,Phones
724,FUR-CH-10003833,Novimex Fabric Task Chair,Furniture,Chairs
725,OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,Appliances
726,OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders
727,OFF-BI-10002309,Avery Heavy-Duty EZD Binder With Locking Rings,Office Supplies,Binders
728,OFF-PA-10000312,Xerox 1955,Office Supplies,Paper
729,OFF-FA-10002676,Colored Push Pins,Office Supplies,Fasteners
730,OFF-PA-10000595,Xerox 1929,Office Supplies,Paper
731,OFF-PA-10001639,Xerox 203,Office Supplies,Paper
732,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Technology,Accessories
733,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,Office Supplies,Art
734,OFF-BI-10000632,Satellite Sectional Post Binders,Office Supplies,Binders
735,OFF-SU-10004768,Acme Kleencut Forged Steel Scissors,Office Supplies,Supplies
736,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders
737,OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,Office Supplies,Paper
738,OFF-AR-10002804,Faber Castell Col-Erase Pencils,Office Supplies,Art
739,OFF-PA-10001846,Xerox 1899,Office Supplies,Paper
740,OFF-SU-10003936,Acme Serrated Blade Letter Opener,Office Supplies,Supplies
741,FUR-FU-10003274,Regeneration Desk Collection,Furniture,Furnishings
742,OFF-PA-10000019,Xerox 1931,Office Supplies,Paper
743,OFF-PA-10001125,Xerox 1988,Office Supplies,Paper
744,OFF-PA-10001837,Xerox 1976,Office Supplies,Paper
745,OFF-PA-10001934,Xerox 1993,Office Supplies,Paper
746,OFF-PA-10003936,Xerox 1994,Office Supplies,Paper
747,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,Office Supplies,Paper
748,OFF-SU-10004661,Acme Titanium Bonded Scissors,Office Supplies,Supplies
749,TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,Technology,Phones
750,FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings
751,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",Office Supplies,Binders
752,FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings
753,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders
754,OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders
755,OFF-BI-10004141,Insertable Tab Indexes For Data Binders,Office Supplies,Binders
756,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes
757,OFF-PA-10004965,Xerox 1921,Office Supplies,Paper
758,OFF-PA-10004983,Xerox 23,Office Supplies,Paper
759,OFF-ST-10004258,Portable Personal File Box,Office Supplies,Storage
760,TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories
761,OFF-AR-10003770,Newell 340,Office Supplies,Art
762,OFF-PA-10002160,Xerox 1978,Office Supplies,Paper
763,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper
764,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings
765,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,Furniture,Tables
766,OFF-BI-10002215,"Wilson Jones Hanging View Binder, White, 1""",Office Supplies,Binders
767,TEC-PH-10000455,GE 30522EE2,Technology,Phones
768,TEC-PH-10001949,Cisco SPA 501G IP Phone,Technology,Phones
769,FUR-TA-10001857,Balt Solid Wood Rectangular Table,Furniture,Tables
770,OFF-EN-10001749,Jiffy Padded Mailers with Self-Seal Closure,Office Supplies,Envelopes
771,OFF-PA-10003001,Xerox 1986,Office Supplies,Paper
772,OFF-PA-10004475,Xerox 1940,Office Supplies,Paper
773,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders
774,TEC-AC-10001635,KeyTronic KT400U2 - Keyboard - Black,Technology,Accessories
775,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art
776,OFF-BI-10002949,Prestige Round Ring Binders,Office Supplies,Binders
777,OFF-BI-10004716,Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,Binders
778,OFF-PA-10004100,Xerox 216,Office Supplies,Paper
779,FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,Furnishings
780,OFF-AR-10002445,SANFORD Major Accent Highlighters,Office Supplies,Art
781,OFF-PA-10000349,Easy-staple paper,Office Supplies,Paper
782,TEC-MA-10002210,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,Technology,Machines
783,OFF-BI-10004099,GBC VeloBinder Strips,Office Supplies,Binders
784,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Furniture,Furnishings
785,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings
786,FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Furnishings
787,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,Tables
788,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders
789,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders
790,OFF-BI-10000948,"GBC Laser Imprintable Binding System Covers, Desert Sand",Office Supplies,Binders
791,OFF-BI-10004308,Avery Legal 4-Ring Binder,Office Supplies,Binders
792,OFF-FA-10000936,Acco Hot Clips Clips to Go,Office Supplies,Fasteners
793,OFF-PA-10000223,Xerox 2000,Office Supplies,Paper
794,OFF-ST-10003327,Akro-Mils 12-Gallon Tote,Office Supplies,Storage
795,OFF-SU-10004290,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Office Supplies,Supplies
796,TEC-AC-10002718,Belkin Standard 104 key USB Keyboard,Technology,Accessories
797,TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,Machines
798,TEC-PH-10000675,Panasonic KX TS3282B Corded phone,Technology,Phones
799,TEC-PH-10002075,AT&T EL51110 DECT,Technology,Phones
800,TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Technology,Phones
801,FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs
802,FUR-CH-10004289,Global Super Steno Chair,Furniture,Chairs
803,OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,Appliances
804,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances
805,OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,Appliances
806,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art
807,OFF-AR-10003045,Prang Colored Pencils,Office Supplies,Art
808,OFF-AR-10004441,BIC Brite Liner Highlighters,Office Supplies,Art
809,OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Office Supplies,Binders
810,OFF-FA-10002280,Advantus Plastic Paper Clips,Office Supplies,Fasteners
811,OFF-FA-10002988,Ideal Clamps,Office Supplies,Fasteners
812,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper
813,OFF-ST-10002406,Pizazz Global Quick File,Office Supplies,Storage
814,TEC-AC-10001383,Logitech Wireless Touch Keyboard K400,Technology,Accessories
815,TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,Technology,Accessories
816,TEC-MA-10000029,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Technology,Machines
817,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Technology,Machines
818,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones
819,FUR-CH-10003761,Global Italian Leather Office Chair,Furniture,Chairs
820,FUR-FU-10002501,Nu-Dell Executive Frame,Furniture,Furnishings
821,OFF-AR-10000634,Newell 320,Office Supplies,Art
822,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels
823,OFF-PA-10000788,Xerox 210,Office Supplies,Paper
824,OFF-PA-10004665,Advantus Motivational Note Cards,Office Supplies,Paper
825,TEC-AC-10002134,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,Accessories
826,TEC-MA-10002073,"3D Systems Cube Printer, 2nd Generation, White",Technology,Machines
827,TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones
828,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances
829,OFF-EN-10003072,Peel & Seel Envelopes,Office Supplies,Envelopes
830,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings
831,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,Furnishings
832,OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Appliances
833,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders
834,OFF-BI-10004040,Wilson Jones Impact Binders,Office Supplies,Binders
835,TEC-AC-10001542,SanDisk Cruzer 16 GB USB Flash Drive,Technology,Accessories
836,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders
837,OFF-PA-10002923,Xerox 1942,Office Supplies,Paper
838,OFF-ST-10001034,Eldon File Chest Portable File,Office Supplies,Storage
839,OFF-SU-10001574,Acme Value Line Scissors,Office Supplies,Supplies
840,TEC-AC-10000865,WD My Passport Ultra 500GB Portable External Hard Drive,Technology,Accessories
841,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances
842,OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,Appliances
843,OFF-BI-10001721,Trimflex Flexible Post Binders,Office Supplies,Binders
844,OFF-BI-10001890,Avery Poly Binder Pockets,Office Supplies,Binders
845,OFF-EN-10001099,Staple envelope,Office Supplies,Envelopes
846,OFF-EN-10003845,Colored Envelopes,Office Supplies,Envelopes
847,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners
848,OFF-LA-10003148,Avery 51,Office Supplies,Labels
849,OFF-PA-10004610,Xerox 1900,Office Supplies,Paper
850,TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,Technology,Machines
851,TEC-PH-10000526,Vtech CS6719,Technology,Phones
852,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,Technology,Phones
853,FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings
854,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",Furniture,Furnishings
855,OFF-AR-10000411,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Art
856,OFF-AR-10001473,Newell 313,Office Supplies,Art
857,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders
858,OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Office Supplies,Envelopes
859,OFF-PA-10000682,Xerox 1924,Office Supplies,Paper
860,OFF-PA-10003039,Xerox 1960,Office Supplies,Paper
861,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage
862,OFF-ST-10004963,Eldon Gobal File Keepers,Office Supplies,Storage
863,TEC-AC-10001109,Logitech Trackman Marble Mouse,Technology,Accessories
864,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories
865,TEC-MA-10004086,Plantronics Single Ear Headset,Technology,Machines
866,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Furniture,Tables
867,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage
868,OFF-ST-10003722,Project Tote Personal File,Office Supplies,Storage
869,TEC-MA-10001127,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",Technology,Machines
870,TEC-MA-10003353,Xerox WorkCentre 6505DN Laser Multifunction Printer,Technology,Machines
871,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases
872,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furniture,Furnishings
873,OFF-AP-10001366,Staple holder,Office Supplies,Appliances
874,OFF-LA-10001569,Avery 499,Office Supplies,Labels
875,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",Office Supplies,Paper
876,TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones
877,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,Phones
878,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,Office Supplies,Binders
879,FUR-FU-10001546,Dana Swing-Arm Lamps,Furniture,Furnishings
880,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances
881,OFF-AR-10001615,Newell 34,Office Supplies,Art
882,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,Art
883,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes
884,OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper
885,OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,Paper
886,TEC-CO-10002313,Canon PC1080F Personal Copier,Technology,Copiers
887,TEC-PH-10001299,Polycom CX300 Desktop Phone USB VoIP phone,Technology,Phones
888,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Technology,Phones
889,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs
890,FUR-FU-10001876,"Computer Room Manger, 14""",Furniture,Furnishings
891,OFF-AR-10003876,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Art
892,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",Office Supplies,Storage
893,OFF-BI-10000301,GBC Instant Report Kit,Office Supplies,Binders
894,OFF-BI-10001120,Ibico EPK-21 Electric Binding System,Office Supplies,Binders
895,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders
896,OFF-PA-10004888,Xerox 217,Office Supplies,Paper
897,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage
898,TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Phones
899,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders
900,OFF-PA-10003270,Xerox 1954,Office Supplies,Paper
901,FUR-CH-10002961,"Leather Task Chair, Black",Furniture,Chairs
902,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances
903,OFF-AP-10001634,Hoover Commercial Lightweight Upright Vacuum,Office Supplies,Appliances
904,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,Appliances
905,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders
906,OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,Binders
907,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage
908,TEC-AC-10002370,Maxell CD-R Discs,Technology,Accessories
909,TEC-AC-10004859,"Maxell Pro 80 Minute CD-R, 10/Pack",Technology,Accessories
910,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings
911,FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture,Furnishings
912,OFF-PA-10001457,White GlueTop Scratch Pads,Office Supplies,Paper
913,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings
914,FUR-FU-10001706,Longer-Life Soft White Bulbs,Furniture,Furnishings
915,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,Furniture,Furnishings
916,OFF-LA-10000121,Avery 48,Office Supplies,Labels
917,OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,Labels
918,OFF-PA-10000533,Southworth Parchment Paper & Envelopes,Office Supplies,Paper
919,OFF-PA-10002105,Xerox 223,Office Supplies,Paper
920,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,Office Supplies,Storage
921,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",Office Supplies,Storage
922,TEC-MA-10004241,Star Micronics TSP800 TSP847IIU Receipt Printer,Technology,Machines
923,OFF-AP-10003217,Eureka Sanitaire Commercial Upright,Office Supplies,Appliances
924,OFF-PA-10004092,Tops Green Bar Computer Printout Paper,Office Supplies,Paper
925,OFF-FA-10000254,Sterling Rubber Bands by Alliance,Office Supplies,Fasteners
926,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes
927,OFF-FA-10000735,Staples,Office Supplies,Fasteners
928,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Paper
929,OFF-SU-10003567,Stiletto Hand Letter Openers,Office Supplies,Supplies
930,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories
931,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Technology,Phones
932,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs
933,OFF-EN-10004030,Convenience Packs of Business Envelopes,Office Supplies,Envelopes
934,OFF-LA-10002271,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,Labels
935,TEC-AC-10003023,Logitech G105 Gaming Keyboard,Technology,Accessories
936,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs
937,OFF-LA-10002475,Avery 519,Office Supplies,Labels
938,OFF-LA-10004689,Avery 512,Office Supplies,Labels
939,FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,Furniture,Chairs
940,OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,Appliances
941,OFF-ST-10000642,"Tennsco Lockers, Gray",Office Supplies,Storage
942,OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,Office Supplies,Storage
943,TEC-AC-10001445,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Technology,Accessories
944,OFF-PA-10003823,Xerox 197,Office Supplies,Paper
945,TEC-AC-10002331,"Maxell 74 Minute CDR, 10/Pack",Technology,Accessories
946,OFF-AR-10000937,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,Art
947,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes
948,TEC-MA-10002694,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,Technology,Machines
949,FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Furniture,Chairs
950,FUR-FU-10001196,DAX Cubicle Frames - 8x10,Furniture,Furnishings
951,FUR-FU-10002107,Eldon Pizzaz Desk Accessories,Furniture,Furnishings
952,OFF-ST-10002352,Iris Project Case,Office Supplies,Storage
953,OFF-ST-10003816,Fellowes High-Stak Drawer Files,Office Supplies,Storage
954,TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,Technology,Accessories
955,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage
956,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Office Supplies,Supplies
